instance,estimated probability of purchase,Threshold1,Threshold2,purchased
14425,0.038192193,0,0,0
14426,0.046152295,0,0,0
14427,0.045188305,0,0,0
14428,0.046684893,0,0,0
14429,0.068668216,0,1,0
14430,0.06116953,0,1,0
14431,0.049867916,0,0,0
14432,0.042748104,0,0,0
14433,0.038458167,0,0,0
14434,0.066963113,0,1,0
14435,0.062444271,0,1,0
14436,0.04000072,0,0,0
14437,0.045415386,0,0,0
14438,0.03239998,0,0,0
14439,0.04556321,0,0,0
14440,0.062479603,0,1,0
14441,0.056508938,0,1,0
14442,0.042707845,0,0,0
14443,0.025871491,0,0,0
14444,0.068312371,0,1,0
14445,0.046238314,0,0,0
14446,0.063195891,0,1,0
14447,0.049112739,0,0,0
14448,0.042399351,0,0,0
14449,0.050544152,0,1,0
14450,0.025791274,0,0,0
14451,0.046963487,0,0,1
14452,0.069087991,0,1,1
14453,0.05524999,0,1,0
14454,0.046715397,0,0,1
14455,0.043178783,0,0,0
14456,0.061740723,0,1,0
14457,0.070402416,0,1,0
14458,0.069842416,0,1,0
14459,0.071391516,0,1,0
14460,0.052192602,0,1,0
14461,0.050948119,0,1,0
14462,0.02781641,0,0,0
14463,0.057024495,0,1,0
14464,0.037377533,0,0,0
14465,0.045228981,0,0,0
14466,0.052902634,0,1,1
14467,0.060457574,0,1,0
14468,0.067763693,0,1,0
14469,0.049839019,0,0,0
14470,0.052693773,0,1,0
14471,0.073843941,0,1,0
14472,0.052158041,0,1,0
14473,0.0346256,0,0,0
14474,0.045044712,0,0,0
14475,0.079180807,0,1,0
14476,0.069657494,0,1,0
14477,0.051277921,0,1,0
14478,0.042855016,0,0,0
14479,0.071749207,0,1,0
14480,0.040943291,0,0,0
14481,0.049326574,0,0,0
14482,0.056698741,0,1,0
14483,0.046005649,0,0,0
14484,0.049555624,0,0,0
14485,0.037739722,0,0,0
14486,0.06973207,0,1,0
14487,0.038882103,0,0,0
14488,0.055097422,0,1,0
14489,0.049181534,0,0,0
14490,0.041673213,0,0,0
14491,0.037365771,0,0,0
14492,0.055588557,0,1,0
14493,0.037038814,0,0,0
14494,0.039063991,0,0,0
14495,0.038040302,0,0,0
14496,0.051674738,0,1,0
14497,0.072803127,0,1,0
14498,0.041053776,0,0,0
14499,0.03746571,0,0,0
14500,0.037346405,0,0,0
14501,0.064106739,0,1,0
14502,0.044961914,0,0,0
14503,0.056762015,0,1,0
14504,0.059632722,0,1,0
14505,0.034075724,0,0,0
14506,0.062453314,0,1,0
14507,0.050070819,0,1,0
14508,0.049854301,0,0,0
14509,0.03322934,0,0,0
14510,0.050291749,0,1,0
14511,0.033662025,0,0,0
14512,0.054824477,0,1,0
14513,0.037455284,0,0,1
14514,0.048326989,0,0,0
14515,0.056154115,0,1,0
14516,0.053865875,0,1,0
14517,0.050613225,0,1,0
14518,0.050148703,0,1,0
14519,0.041183551,0,0,0
14520,0.067574094,0,1,0
14521,0.04749231,0,0,0
14522,0.042644488,0,0,0
14523,0.045548386,0,0,0
14524,0.045659719,0,0,0
14525,0.042762469,0,0,0
14526,0.049752879,0,0,0
14527,0.057940056,0,1,0
14528,0.038020816,0,0,0
14529,0.049366668,0,0,0
14530,0.058732417,0,1,0
14531,0.036477538,0,0,0
14532,0.072006012,0,1,0
14533,0.06346837,0,1,0
14534,0.032986954,0,0,0
14535,0.045255265,0,0,0
14536,0.056950988,0,1,0
14537,0.042998676,0,0,0
14538,0.038696098,0,0,0
14539,0.05178229,0,1,0
14540,0.040027131,0,0,0
14541,0.056247582,0,1,0
14542,0.047120655,0,0,0
14543,0.045753454,0,0,0
14544,0.056262504,0,1,0
14545,0.064894557,0,1,0
14546,0.046307284,0,0,0
14547,0.046761991,0,0,0
14548,0.054753516,0,1,0
14549,0.077677634,0,1,0
14550,0.048251376,0,0,0
14551,0.052457213,0,1,0
14552,0.05216441,0,1,0
14553,0.053566,0,1,0
14554,0.065710322,0,1,0
14555,0.052512405,0,1,0
14556,0.061231262,0,1,0
14557,0.054870199,0,1,0
14558,0.043081881,0,0,0
14559,0.060596808,0,1,0
14560,0.04817436,0,0,0
14561,0.03956924,0,0,0
14562,0.048640272,0,0,0
14563,0.056887976,0,1,1
14564,0.041098523,0,0,0
14565,0.051999888,0,1,0
14566,0.050129428,0,1,0
14567,0.022851965,0,0,0
14568,0.05026692,0,1,0
14569,0.049948591,0,0,0
14570,0.057545117,0,1,0
14571,0.054259949,0,1,0
14572,0.044312093,0,0,1
14573,0.071737951,0,1,0
14574,0.043901555,0,0,0
14575,0.048997771,0,0,0
14576,0.058592647,0,1,0
14577,0.082638261,0,1,0
14578,0.056062486,0,1,1
14579,0.058303913,0,1,1
14580,0.043137898,0,0,0
14581,0.061738235,0,1,0
14582,0.042556006,0,0,0
14583,0.0445307,0,0,0
14584,0.060550012,0,1,0
14585,0.039940802,0,0,0
14586,0.040218761,0,0,0
14587,0.047034089,0,0,1
14588,0.058665391,0,1,0
14589,0.066729157,0,1,0
14590,0.052398994,0,1,0
14591,0.051151484,0,1,0
14592,0.037506676,0,0,0
14593,0.058137433,0,1,0
14594,0.048132842,0,0,0
14595,0.066882865,0,1,0
14596,0.041788742,0,0,0
14597,0.048497406,0,0,0
14598,0.054463236,0,1,1
14599,0.042037711,0,0,0
14600,0.067962912,0,1,0
14601,0.049255716,0,0,0
14602,0.06411832,0,1,0
14603,0.035184331,0,0,0
14604,0.05956011,0,1,0
14605,0.054398429,0,1,1
14606,0.066154494,0,1,0
14607,0.038717469,0,0,0
14608,0.057894832,0,1,0
14609,0.068142246,0,1,0
14610,0.054574205,0,1,0
14611,0.047547518,0,0,0
14612,0.048896631,0,0,0
14613,0.069715327,0,1,0
14614,0.049901675,0,0,0
14615,0.043717993,0,0,0
14616,0.047218657,0,0,0
14617,0.054776229,0,1,0
14618,0.046803715,0,0,0
14619,0.058243214,0,1,0
14620,0.073061065,0,1,0
14621,0.067168554,0,1,0
14622,0.062070427,0,1,0
14623,0.060150091,0,1,0
14624,0.062646729,0,1,0
14625,0.047440016,0,0,0
14626,0.070184361,0,1,0
14627,0.06045024,0,1,0
14628,0.066718629,0,1,0
14629,0.049801214,0,0,0
14630,0.061765021,0,1,0
14631,0.066122082,0,1,0
14632,0.062964542,0,1,0
14633,0.070263099,0,1,0
14634,0.0430841,0,0,0
14635,0.064848984,0,1,0
14636,0.054301476,0,1,0
14637,0.035277581,0,0,0
14638,0.02230554,0,0,0
14639,0.038989724,0,0,0
14640,0.045631834,0,0,0
14641,0.038717762,0,0,0
14642,0.051908164,0,1,0
14643,0.04909208,0,0,0
14644,0.046301171,0,0,0
14645,0.056274099,0,1,1
14646,0.051876634,0,1,0
14647,0.061586856,0,1,0
14648,0.059747736,0,1,0
14649,0.044790594,0,0,0
14650,0.050657933,0,1,0
14651,0.038019209,0,0,0
14652,0.042245904,0,0,0
14653,0.046760789,0,0,0
14654,0.049245369,0,0,0
14655,0.052156722,0,1,1
14656,0.053648697,0,1,0
14657,0.047443213,0,0,0
14658,0.059962401,0,1,0
14659,0.074968128,0,1,0
14660,0.037625811,0,0,0
14661,0.077833177,0,1,0
14662,0.050081123,0,1,0
14663,0.043948305,0,0,0
14664,0.061335823,0,1,0
14665,0.04320874,0,0,0
14666,0.045958386,0,0,0
14667,0.059644036,0,1,0
14668,0.041928984,0,0,0
14669,0.047579573,0,0,0
14670,0.033107095,0,0,0
14671,0.042913267,0,0,0
14672,0.041663834,0,0,0
14673,0.065106769,0,1,0
14674,0.076398116,0,1,0
14675,0.043468474,0,0,0
14676,0.034791097,0,0,0
14677,0.030318553,0,0,0
14678,0.059671212,0,1,0
14679,0.043173114,0,0,0
14680,0.070668398,0,1,0
14681,0.066418004,0,1,0
14682,0.063061117,0,1,0
14683,0.061378003,0,1,0
14684,0.050542298,0,1,0
14685,0.048595647,0,0,0
14686,0.050324735,0,1,0
14687,0.047183223,0,0,0
14688,0.031830923,0,0,1
14689,0.054105917,0,1,0
14690,0.043127924,0,0,0
14691,0.069096325,0,1,0
14692,0.060285822,0,1,0
14693,0.032726936,0,0,0
14694,0.058940351,0,1,0
14695,0.043643435,0,0,0
14696,0.034746349,0,0,0
14697,0.063298783,0,1,0
14698,0.060794409,0,1,0
14699,0.05804052,0,1,0
14700,0.055428507,0,1,0
14701,0.050676609,0,1,0
14702,0.047020018,0,0,0
14703,0.06386872,0,1,0
14704,0.059204371,0,1,0
14705,0.039686381,0,0,0
14706,0.04217692,0,0,0
14707,0.055920012,0,1,0
14708,0.037288178,0,0,0
14709,0.047512577,0,0,0
14710,0.051763983,0,1,0
14711,0.058391816,0,1,0
14712,0.049620943,0,0,0
14713,0.036695582,0,0,0
14714,0.038399761,0,0,0
14715,0.052504546,0,1,0
14716,0.042399351,0,0,0
14717,0.042699993,0,0,0
14718,0.040358433,0,0,0
14719,0.064563521,0,1,0
14720,0.050132058,0,1,0
14721,0.041363981,0,0,0
14722,0.065825659,0,1,0
14723,0.03434474,0,0,0
14724,0.065147989,0,1,0
14725,0.050055186,0,1,0
14726,0.057247468,0,1,0
14727,0.038576956,0,0,0
14728,0.048430635,0,0,0
14729,0.053928785,0,1,0
14730,0.020515009,0,0,0
14731,0.059583033,0,1,0
14732,0.039398467,0,0,0
14733,0.062943291,0,1,0
14734,0.031852868,0,0,0
14735,0.048653577,0,0,0
14736,0.056625523,0,1,0
14737,0.06764021,0,1,0
14738,0.048434704,0,0,0
14739,0.059375055,0,1,0
14740,0.067584701,0,1,0
14741,0.050202824,0,1,0
14742,0.04925801,0,0,0
14743,0.045504943,0,0,0
14744,0.04197797,0,0,0
14745,0.041070019,0,0,0
14746,0.060908075,0,1,0
14747,0.073224653,0,1,0
14748,0.0496679,0,0,0
14749,0.03929071,0,0,0
14750,0.049958988,0,0,0
14751,0.04481217,0,0,0
14752,0.052419707,0,1,0
14753,0.040425749,0,0,0
14754,0.055765178,0,1,0
14755,0.04839642,0,0,0
14756,0.048711055,0,0,0
14757,0.075457128,0,1,0
14758,0.04818769,0,0,0
14759,0.057275087,0,1,0
14760,0.051943155,0,1,0
14761,0.054933377,0,1,0
14762,0.056562752,0,1,0
14763,0.050393184,0,1,0
14764,0.056811804,0,1,0
14765,0.035435706,0,0,0
14766,0.055285825,0,1,0
14767,0.060626688,0,1,0
14768,0.054954364,0,1,0
14769,0.053567176,0,1,0
14770,0.048460638,0,0,0
14771,0.050635165,0,1,0
14772,0.06080888,0,1,0
14773,0.074740547,0,1,0
14774,0.070311483,0,1,0
14775,0.053327235,0,1,0
14776,0.056799087,0,1,0
14777,0.078480111,0,1,0
14778,0.053195075,0,1,0
14779,0.05425005,0,1,0
14780,0.056771357,0,1,0
14781,0.062530341,0,1,0
14782,0.06874023,0,1,0
14783,0.050701831,0,1,0
14784,0.031179876,0,0,0
14785,0.067557423,0,1,0
14786,0.082327256,0,1,0
14787,0.047765126,0,0,0
14788,0.054090857,0,1,1
14789,0.048382309,0,0,0
14790,0.05551218,0,1,0
14791,0.04537755,0,0,0
14792,0.056978776,0,1,0
14793,0.03618203,0,0,0
14794,0.053341391,0,1,0
14795,0.048981834,0,0,0
14796,0.066595545,0,1,0
14797,0.046957112,0,0,0
14798,0.048558717,0,0,0
14799,0.043204433,0,0,0
14800,0.051970377,0,1,0
14801,0.051118546,0,1,0
14802,0.043528628,0,0,0
14803,0.051029821,0,1,0
14804,0.041715456,0,0,0
14805,0.036212346,0,0,0
14806,0.052203809,0,1,0
14807,0.05674118,0,1,0
14808,0.018257391,0,0,0
14809,0.06702591,0,1,0
14810,0.044228219,0,0,0
14811,0.049416371,0,0,0
14812,0.035303225,0,0,0
14813,0.044165508,0,0,0
14814,0.042817126,0,0,0
14815,0.043125662,0,0,0
14816,0.063135152,0,1,0
14817,0.047561929,0,0,0
14818,0.039824049,0,0,0
14819,0.007775917,0,0,0
14820,0.066168777,0,1,0
14821,0.051087009,0,1,0
14822,0.063986064,0,1,0
14823,0.052482667,0,1,0
14824,0.050295429,0,1,0
14825,0.071733845,0,1,0
14826,0.072612515,0,1,0
14827,0.048996968,0,0,0
14828,0.047802426,0,0,0
14829,0.060296864,0,1,1
14830,0.048097917,0,0,0
14831,0.053961627,0,1,0
14832,0.047187267,0,0,0
14833,0.042553331,0,0,0
14834,0.047968704,0,0,0
14835,0.048402507,0,0,0
14836,0.043191889,0,0,0
14837,0.049582871,0,0,0
14838,0.068001728,0,1,0
14839,0.071183367,0,1,0
14840,0.050493583,0,1,0
14841,0.070364658,0,1,0
14842,0.052314938,0,1,0
14843,0.046362362,0,0,0
14844,0.064455964,0,1,0
14845,0.058672131,0,1,0
14846,0.054758704,0,1,0
14847,0.046748345,0,0,0
14848,0.047934437,0,0,0
14849,0.058094319,0,1,0
14850,0.069271722,0,1,0
14851,0.051114286,0,1,0
14852,0.057764456,0,1,0
14853,0.043859707,0,0,0
14854,0.060715203,0,1,0
14855,0.051491493,0,1,0
14856,0.063247982,0,1,0
14857,0.046593702,0,0,0
14858,0.04349269,0,0,0
14859,0.014818711,0,0,0
14860,0.054044452,0,1,0
14861,0.054197432,0,1,0
14862,0.076704898,0,1,0
14863,0.058916174,0,1,0
14864,0.058507316,0,1,0
14865,0.040884465,0,0,0
14866,0.034084983,0,0,0
14867,0.056743023,0,1,0
14868,0.067580064,0,1,0
14869,0.050953163,0,1,0
14870,0.042707845,0,0,0
14871,0.053823131,0,1,0
14872,0.056712172,0,1,0
14873,0.053406667,0,1,0
14874,0.041208317,0,0,0
14875,0.043091906,0,0,0
14876,0.055015296,0,1,0
14877,0.049699865,0,0,0
14878,0.042024441,0,0,0
14879,0.045218479,0,0,1
14880,0.081654452,0,1,0
14881,0.054271882,0,1,0
14882,0.047553332,0,0,0
14883,0.054318377,0,1,0
14884,0.044184576,0,0,0
14885,0.073939655,0,1,0
14886,0.04751581,0,0,0
14887,0.041626029,0,0,0
14888,0.057413937,0,1,0
14889,0.051459521,0,1,0
14890,0.042519899,0,0,0
14891,0.054365599,0,1,0
14892,0.036315655,0,0,0
14893,0.039527751,0,0,0
14894,0.055472399,0,1,1
14895,0.038405031,0,0,0
14896,0.05447245,0,1,0
14897,0.07024669,0,1,0
14898,0.039705663,0,0,0
14899,0.044553835,0,0,0
14900,0.04398558,0,0,1
14901,0.055295191,0,1,1
14902,0.046716101,0,0,0
14903,0.030969404,0,0,0
14904,0.057028544,0,1,0
14905,0.045341939,0,0,0
14906,0.054036458,0,1,0
14907,0.071803894,0,1,0
14908,0.049658552,0,0,0
14909,0.061139669,0,1,0
14910,0.068732942,0,1,0
14911,0.071798295,0,1,0
14912,0.038629248,0,0,0
14913,0.045898549,0,0,0
14914,0.060873081,0,1,0
14915,0.049194985,0,0,0
14916,0.053147038,0,1,0
14917,0.071700829,0,1,1
14918,0.060745249,0,1,0
14919,0.04288453,0,0,0
14920,0.052565617,0,1,0
14921,0.062227749,0,1,0
14922,0.036744026,0,0,0
14923,0.067533277,0,1,0
14924,0.038414774,0,0,0
14925,0.06230556,0,1,0
14926,0.05556611,0,1,0
14927,0.036176968,0,0,0
14928,0.035445591,0,0,0
14929,0.063581327,0,1,0
14930,0.051842255,0,1,0
14931,0.049087967,0,0,0
14932,0.043104912,0,0,0
14933,0.043098847,0,0,0
14934,0.039542382,0,0,0
14935,0.037455284,0,0,0
14936,0.028746761,0,0,0
14937,0.053007717,0,1,0
14938,0.049523502,0,0,0
14939,0.032148119,0,0,0
14940,0.041252234,0,0,0
14941,0.046577191,0,0,0
14942,0.043844666,0,0,0
14943,0.045670931,0,0,0
14944,0.045384712,0,0,0
14945,0.043166675,0,0,0
14946,0.069605128,0,1,0
14947,0.064706659,0,1,0
14948,0.076863945,0,1,0
14949,0.059980537,0,1,0
14950,0.036376888,0,0,0
14951,0.052738034,0,1,0
14952,0.052615351,0,1,0
14953,0.050860485,0,1,0
14954,0.061114649,0,1,0
14955,0.045848132,0,0,0
14956,0.054496983,0,1,0
14957,0.063983002,0,1,0
14958,0.042700154,0,0,1
14959,0.043903173,0,0,0
14960,0.073987867,0,1,0
14961,0.04539402,0,0,0
14962,0.042234206,0,0,0
14963,0.05519175,0,1,1
14964,0.035665237,0,0,0
14965,0.0421646,0,0,1
14966,0.078323922,0,1,0
14967,0.073601887,0,1,0
14968,0.055464716,0,1,0
14969,0.041637408,0,0,0
14970,0.069622198,0,1,1
14971,0.06500319,0,1,0
14972,0.052797117,0,1,0
14973,0.056880566,0,1,0
14974,0.067978512,0,1,0
14975,0.049033962,0,0,0
14976,0.052642539,0,1,0
14977,0.056884299,0,1,0
14978,0.051146336,0,1,0
14979,0.046918486,0,0,1
14980,0.073963316,0,1,0
14981,0.045759866,0,0,0
14982,0.06189965,0,1,0
14983,0.053549196,0,1,0
14984,0.042718267,0,0,0
14985,0.047167911,0,0,1
14986,0.053272037,0,1,0
14987,0.044629807,0,0,0
14988,0.039261555,0,0,0
14989,0.05133587,0,1,0
14990,0.037737742,0,0,0
14991,0.039541418,0,0,0
14992,0.074438375,0,1,0
14993,0.079588814,0,1,0
14994,0.040716814,0,0,0
14995,0.043891605,0,0,1
14996,0.062408292,0,1,0
14997,0.066162552,0,1,0
14998,0.047445508,0,0,0
14999,0.045529496,0,0,0
15000,0.045234993,0,0,0
15001,0.059279767,0,1,0
15002,0.036043694,0,0,0
15003,0.036296417,0,0,0
15004,0.053994198,0,1,0
15005,0.054044137,0,1,0
15006,0.032677193,0,0,0
15007,0.051548122,0,1,0
15008,0.067210951,0,1,0
15009,0.063841819,0,1,0
15010,0.057968208,0,1,1
15011,0.037958982,0,0,0
15012,0.046000247,0,0,0
15013,0.046175992,0,0,0
15014,0.04427723,0,0,0
15015,0.049695608,0,0,0
15016,0.07257334,0,1,0
15017,0.042676843,0,0,0
15018,0.052569885,0,1,1
15019,0.048454186,0,0,0
15020,0.026661358,0,0,0
15021,0.066166682,0,1,0
15022,0.049000921,0,0,0
15023,0.046002609,0,0,0
15024,0.05654717,0,1,0
15025,0.063816468,0,1,0
15026,0.031412444,0,0,0
15027,0.070905602,0,1,0
15028,0.056003271,0,1,0
15029,0.054069337,0,1,0
15030,0.069128729,0,1,0
15031,0.053891522,0,1,0
15032,0.057657952,0,1,0
15033,0.044653111,0,0,0
15034,0.043216372,0,0,0
15035,0.036840024,0,0,0
15036,0.061801595,0,1,0
15037,0.065559666,0,1,0
15038,0.064918168,0,1,0
15039,0.043692975,0,0,0
15040,0.042311467,0,0,0
15041,0.038207403,0,0,0
15042,0.054415431,0,1,0
15043,0.055748182,0,1,0
15044,0.055505725,0,1,0
15045,0.043611899,0,0,0
15046,0.059050945,0,1,0
15047,0.077513725,0,1,0
15048,0.021309224,0,0,1
15049,0.057675379,0,1,0
15050,0.06673461,0,1,0
15051,0.040310162,0,0,0
15052,0.037729222,0,0,0
15053,0.063901214,0,1,0
15054,0.038577102,0,0,0
15055,0.051651347,0,1,0
15056,0.064563791,0,1,1
15057,0.044426742,0,0,0
15058,0.010742188,0,0,0
15059,0.037183257,0,0,0
15060,0.04530643,0,0,0
15061,0.061836105,0,1,0
15062,0.061394641,0,1,0
15063,0.079048261,0,1,0
15064,0.053438641,0,1,0
15065,0.058531786,0,1,0
15066,0.042553331,0,0,0
15067,0.06931779,0,1,0
15068,0.055889198,0,1,0
15069,0.039703604,0,0,0
15070,0.053078235,0,1,0
15071,0.047581445,0,0,0
15072,0.037329422,0,0,0
15073,0.054176991,0,1,0
15074,0.064833791,0,1,0
15075,0.043467857,0,0,0
15076,0.043238775,0,0,0
15077,0.043464578,0,0,0
15078,0.051794235,0,1,0
15079,0.053551519,0,1,0
15080,0.069125846,0,1,0
15081,0.06113286,0,1,1
15082,0.053117998,0,1,0
15083,0.033473446,0,0,0
15084,0.046830515,0,0,1
15085,0.033787141,0,0,0
15086,0.042696025,0,0,0
15087,0.038576956,0,0,0
15088,0.048255878,0,0,0
15089,0.058886542,0,1,0
15090,0.050560221,0,1,0
15091,0.045464665,0,0,0
15092,0.041187313,0,0,0
15093,0.069891769,0,1,0
15094,0.052780944,0,1,0
15095,0.068279006,0,1,0
15096,0.052543118,0,1,1
15097,0.075931781,0,1,0
15098,0.047576386,0,0,0
15099,0.073759681,0,1,0
15100,0.074294917,0,1,0
15101,0.047318085,0,0,0
15102,0.046199904,0,0,0
15103,0.073778357,0,1,0
15104,0.077979587,0,1,0
15105,0.041777603,0,0,0
15106,0.041211041,0,0,0
15107,0.030583618,0,0,0
15108,0.045207689,0,0,0
15109,0.022046683,0,0,0
15110,0.035908715,0,0,0
15111,0.031777867,0,0,0
15112,0.072623291,0,1,0
15113,0.070028117,0,1,0
15114,0.043998099,0,0,0
15115,0.0573755,0,1,0
15116,0.048792703,0,0,0
15117,0.054507603,0,1,0
15118,0.040635988,0,0,0
15119,0.043471293,0,0,0
15120,0.060310411,0,1,0
15121,0.041724497,0,0,0
15122,0.041060949,0,0,0
15123,0.058232963,0,1,0
15124,0.044256145,0,0,1
15125,0.042747297,0,0,0
15126,0.055104624,0,1,0
15127,0.054316881,0,1,0
15128,0.064640357,0,1,0
15129,0.043294057,0,0,0
15130,0.034683965,0,0,0
15131,0.051427939,0,1,0
15132,0.073776718,0,1,0
15133,0.054514982,0,1,0
15134,0.044247399,0,0,0
15135,0.043058208,0,0,0
15136,0.073863102,0,1,0
15137,0.059950441,0,1,0
15138,0.061738259,0,1,1
15139,0.055357927,0,1,0
15140,0.029903672,0,0,0
15141,0.071267924,0,1,0
15142,0.038858914,0,0,0
15143,0.034742674,0,0,0
15144,0.062004699,0,1,0
15145,0.055854904,0,1,0
15146,0.054449487,0,1,0
15147,0.046603635,0,0,0
15148,0.050013516,0,1,0
15149,0.068171724,0,1,0
15150,0.034127964,0,0,0
15151,0.041949493,0,0,0
15152,0.046557367,0,0,0
15153,0.050568107,0,1,0
15154,0.059645127,0,1,0
15155,0.050606538,0,1,0
15156,0.049284999,0,0,0
15157,0.05003938,0,1,0
15158,0.053355828,0,1,1
15159,0.057678312,0,1,0
15160,0.068149293,0,1,0
15161,0.040965398,0,0,0
15162,0.042688497,0,0,0
15163,0.074154791,0,1,0
15164,0.057255946,0,1,0
15165,0.033463813,0,0,0
15166,0.043978678,0,0,0
15167,0.076354825,0,1,0
15168,0.049124602,0,0,0
15169,0.052168882,0,1,0
15170,0.039404102,0,0,0
15171,0.048829703,0,0,0
15172,0.059679842,0,1,0
15173,0.059359938,0,1,0
15174,0.058367912,0,1,0
15175,0.035554146,0,0,0
15176,0.07024792,0,1,0
15177,0.059220022,0,1,0
15178,0.043528628,0,0,0
15179,0.071474498,0,1,0
15180,0.047717242,0,0,0
15181,0.052291712,0,1,0
15182,0.044969373,0,0,1
15183,0.070657606,0,1,0
15184,0.055397488,0,1,0
15185,0.05460521,0,1,0
15186,0.044463399,0,0,0
15187,0.066267489,0,1,0
15188,0.060859875,0,1,0
15189,0.049015684,0,0,0
15190,0.056936958,0,1,0
15191,0.075513546,0,1,0
15192,0.05160804,0,1,0
15193,0.077573188,0,1,0
15194,0.03929609,0,0,0
15195,0.055180902,0,1,0
15196,0.038817961,0,0,0
15197,0.078364609,0,1,0
15198,0.033344411,0,0,0
15199,0.046164184,0,0,0
15200,0.033846028,0,0,0
15201,0.062248232,0,1,0
15202,0.047446301,0,0,0
15203,0.072938433,0,1,0
15204,0.045604661,0,0,0
15205,0.038458167,0,0,1
15206,0.058901337,0,1,0
15207,0.053612231,0,1,0
15208,0.067132656,0,1,0
15209,0.060311999,0,1,0
15210,0.040672068,0,0,0
15211,0.054659358,0,1,0
15212,0.050255898,0,1,1
15213,0.057252206,0,1,0
15214,0.052466468,0,1,0
15215,0.058363868,0,1,0
15216,0.078000768,0,1,0
15217,0.095233609,0,1,0
15218,0.061803867,0,1,0
15219,0.01257848,0,0,0
15220,0.05937734,0,1,1
15221,0.067825337,0,1,0
15222,0.05799067,0,1,0
15223,0.066139779,0,1,0
15224,0.045138131,0,0,0
15225,0.04857267,0,0,0
15226,0.075614267,0,1,0
15227,0.044335936,0,0,0
15228,0.030781454,0,0,1
15229,0.048118429,0,0,0
15230,0.063998241,0,1,0
15231,0.050450155,0,1,0
15232,0.053371457,0,1,0
15233,0.063506119,0,1,0
15234,0.035683369,0,0,0
15235,0.040752813,0,0,0
15236,0.054558085,0,1,0
15237,0.049928931,0,0,0
15238,0.062534359,0,1,0
15239,0.024144761,0,0,0
15240,0.068315323,0,1,0
15241,0.078128886,0,1,0
15242,0.058157325,0,1,0
15243,0.057062285,0,1,0
15244,0.060592466,0,1,0
15245,0.065237282,0,1,0
15246,0.053219695,0,1,0
15247,0.048237465,0,0,0
15248,0.056510547,0,1,0
15249,0.070417233,0,1,0
15250,0.046557573,0,0,0
15251,0.042782112,0,0,0
15252,0.061100703,0,1,0
15253,0.055765199,0,1,0
15254,0.071781268,0,1,0
15255,0.050871359,0,1,0
15256,0.038019209,0,0,0
15257,0.042039813,0,0,0
15258,0.063811909,0,1,0
15259,0.052337624,0,1,0
15260,0.044981878,0,0,0
15261,0.068396901,0,1,0
15262,0.065867945,0,1,0
15263,0.034460899,0,0,0
15264,0.041897806,0,0,0
15265,0.045530188,0,0,0
15266,0.067733371,0,1,0
15267,0.035545955,0,0,0
15268,0.033083525,0,0,0
15269,0.051118983,0,1,0
15270,0.068838592,0,1,0
15271,0.047597498,0,0,0
15272,0.047276899,0,0,0
15273,0.050287598,0,1,1
15274,0.0508626,0,1,0
15275,0.047469701,0,0,0
15276,0.040497515,0,0,0
15277,0.055014662,0,1,0
15278,0.051516493,0,1,0
15279,0.066684157,0,1,0
15280,0.038717616,0,0,0
15281,0.038687031,0,0,0
15282,0.045202822,0,0,0
15283,0.074467107,0,1,0
15284,0.041378514,0,0,0
15285,0.02804124,0,0,0
15286,0.046548773,0,0,0
15287,0.047211041,0,0,0
15288,0.057522727,0,1,0
15289,0.041670441,0,0,0
15290,0.04517612,0,0,0
15291,0.0191569,0,0,0
15292,0.044899356,0,0,0
15293,0.060457045,0,1,0
15294,0.03746571,0,0,0
15295,0.051288758,0,1,0
15296,0.046536786,0,0,1
15297,0.044166489,0,0,1
15298,0.036613189,0,0,0
15299,0.068569245,0,1,0
15300,0.067716094,0,1,0
15301,0.047333968,0,0,0
15302,0.062773174,0,1,0
15303,0.048979761,0,0,0
15304,0.049175348,0,0,0
15305,0.066806568,0,1,0
15306,0.039888574,0,0,0
15307,0.046802455,0,0,0
15308,0.070368586,0,1,0
15309,0.041640545,0,0,0
15310,0.059650717,0,1,0
15311,0.058345317,0,1,0
15312,0.055967503,0,1,0
15313,0.055139125,0,1,0
15314,0.063332433,0,1,0
15315,0.041788742,0,0,0
15316,0.061038677,0,1,0
15317,0.060441042,0,1,0
15318,0.051673565,0,1,1
15319,0.052401695,0,1,1
15320,0.057008255,0,1,0
15321,0.042636987,0,0,0
15322,0.066203773,0,1,0
15323,0.038147449,0,0,0
15324,0.069449607,0,1,0
15325,0.06775596,0,1,0
15326,0.044803611,0,0,0
15327,0.036024847,0,0,0
15328,0.037059259,0,0,0
15329,0.041637408,0,0,0
15330,0.061009004,0,1,0
15331,0.042867202,0,0,0
15332,0.070034116,0,1,0
15333,0.042929901,0,0,0
15334,0.058783244,0,1,0
15335,0.059229225,0,1,0
15336,0.062109827,0,1,0
15337,0.063386879,0,1,0
15338,0.069568591,0,1,0
15339,0.078936828,0,1,0
15340,0.041681732,0,0,0
15341,0.047140055,0,0,0
15342,0.050236052,0,1,0
15343,0.041233647,0,0,0
15344,0.050845793,0,1,0
15345,0.052394349,0,1,0
15346,0.051852056,0,1,0
15347,0.048465104,0,0,0
15348,0.051619168,0,1,0
15349,0.034142149,0,0,0
15350,0.066199758,0,1,0
15351,0.054528612,0,1,0
15352,0.06463774,0,1,0
15353,0.043799161,0,0,0
15354,0.068895475,0,1,0
15355,0.044517518,0,0,1
